COUNTY,TX_SIGNED_HIGHWAY_RDBD_ID,TX_LENGTH_TOTAL,SEGMENT_COUNT,TX_CONDITION_SCORE,TX_DISTRESS_SCORE,TX_RIDE_SCORE,TX_AADT_CURRENT,TX_MAINTENANCE_COST_AMT
Montgomery,FM1774 K,45.14,91,98.16,99.44,3.71,17735.96,352.17
Montgomery,FM1774 L,10.2,22,95.14,98.77,3.71,6974.88,1232.45
Montgomery,FM1774 R,10.13,22,97.29,98.23,3.94,6959.26,1243.07
Montgomery,FM2090 K,2.66,14,23.17,100.0,1.52,10793.88,306.74
Montgomery,FM2854 K,7.49,16,90.59,90.59,3.85,11026.54,548.03
Montgomery,FM2978 K,1.55,10,58.45,83.81,2.54,26551.79,86.44
Montgomery,FM3083 K,0.32,1,100.0,100.0,4.2,20500.0,290.0
Montgomery,IH0045 A,374.89,802,88.23,94.47,3.19,9676.93,1550.05
Montgomery,IH0045 L,468.15,993,96.49,97.01,3.88,64443.21,1813.55
Montgomery,IH0045 R,453.79,954,97.26,98.58,3.8,65574.03,1861.89
Montgomery,IH0045 X,391.95,849,87.08,94.89,3.17,9919.75,1588.89
Montgomery,IH0069 A,152.6,305,84.11,95.31,3.24,14977.36,1293.44
Montgomery,IH0069 L,176.33,350,97.45,97.45,4.0,43628.86,1240.96
Montgomery,IH0069 R,175.29,350,98.02,98.49,3.96,43770.42,1239.39
Montgomery,IH0069 X,153.33,312,79.47,91.54,3.13,10288.99,1240.45
Montgomery,SH0075 K,5.23,19,64.42,98.89,2.51,10765.21,49.42
Montgomery,SH0099 A,2.03,5,91.04,91.04,4.08,499.0,0.0
Montgomery,SH0099 L,74.37,144,83.27,98.79,3.55,15153.06,1067.46
Montgomery,SH0099 R,75.16,151,99.14,99.15,4.32,15226.81,991.83
Montgomery,SH0099 X,0.63,2,100.0,100.0,4.42,499.0,0.0
Montgomery,SH0105 K,358.92,738,94.47,97.9,3.66,27875.16,1382.13
Montgomery,SH0242 A,4.4,9,75.5,77.4,3.12,3307.66,993.62
Montgomery,SH0242 K,61.72,124,91.1,93.94,3.64,27411.35,429.4
Montgomery,SH0242 L,179.46,400,93.46,96.59,3.5,11932.76,513.22
Montgomery,SH0242 R,179.06,399,96.31,98.1,3.6,11966.67,515.16
Montgomery,SH0242 X,3.78,9,53.81,72.02,2.7,5050.53,828.67
Montgomery,SH0249 A,14.3,31,96.99,97.24,3.66,6657.1,319.57
Montgomery,SH0249 K,17.55,49,73.03,98.17,3.08,21400.17,517.09
Montgomery,SH0249 L,115.06,253,94.69,98.1,3.57,11844.3,652.04
Montgomery,SH0249 R,114.4,250,93.19,97.38,3.74,11896.38,664.41
Montgomery,SH0249 X,14.85,31,99.26,99.67,3.39,5893.05,342.49
Montgomery,SL0336 K,345.57,730,94.48,96.92,3.49,14569.4,437.4
Montgomery,SL0336 L,45.76,134,89.21,98.0,3.09,9739.2,180.75
Montgomery,SL0336 R,44.99,132,78.95,94.87,2.88,9798.06,181.32
Montgomery,SL0494 K,3.22,9,73.02,99.44,2.72,8988.86,15.89
Moore,FM0722 K,0.2,6,43.5,100.0,1.63,3306.83,905.33
Moore,SH0152 K,5.54,24,64.66,86.89,2.77,8681.07,16684.71
Moore,US0087 A,0.71,1,68.0,100.0,2.15,1681.0,1697.0
Moore,US0087 K,9.41,18,51.27,97.71,2.4,13966.86,2934.25
Moore,US0287 K,4.18,8,98.04,98.04,3.72,11397.54,5662.07
Moore,US0287 L,166.79,337,99.03,99.04,4.19,3523.93,1990.35
Moore,US0287 R,176.22,357,93.61,98.69,3.91,3529.75,2063.02
Morris,US0259 K,10.02,23,75.83,78.29,2.91,1870.02,887.63
Nacogdoches,US0059 K,8.67,17,84.07,84.07,4.11,32737.91,4000.87
Nacogdoches,US0059 L,7.26,15,83.19,83.4,3.66,14605.91,7746.89
Nacogdoches,US0059 R,2.81,6,88.6,88.6,4.56,13224.08,1674.67
Navarro,BI0045FA,2.41,6,46.83,96.5,2.18,4223.83,332.24
Navarro,BI0045FK,0.5,1,25.0,74.0,2.0,7634.0,1000.0
Navarro,BI0045FL,5.09,15,96.11,98.8,3.63,4931.6,143.83
Navarro,BI0045FR,4.81,15,91.89,96.98,3.73,6131.51,200.15
Navarro,BI0045FX,2.42,6,80.35,96.34,2.41,3616.46,293.38
Navarro,BS0031DK,3.46,7,83.27,93.08,3.07,20760.38,2590.78
Navarro,FM1126 K,0.5,1,100.0,100.0,4.6,1129.0,3.0
Navarro,FM2859 K,1.0,2,0.0,0.0,2.98,284.0,35568.0
Navarro,IH0045 A,36.85,82,92.13,99.16,2.9,1388.1,846.39
Navarro,IH0045 L,256.34,579,80.06,81.27,3.72,20394.67,880.86
Navarro,IH0045 R,275.33,627,84.16,84.89,3.68,20212.8,883.11
Navarro,IH0045 X,32.55,79,82.23,90.08,2.7,1661.0,1057.14
Navarro,SH0022 K,6.83,14,0.0,0.0,3.49,1978.19,21.88
Navarro,SH0031 K,31.9,74,88.92,95.74,3.49,11663.45,3243.25
Navarro,SH0031 L,149.11,317,97.3,97.39,3.91,2859.4,1559.52
Navarro,SH0031 R,46.21,101,99.12,99.27,3.75,2920.09,1194.32
Navarro,SH0075 K,1.1,2,0.0,0.0,3.56,454.55,0.0
Navarro,SS0263 K,0.07,4,0.0,98.25,0.0,23.0,5.25
Navarro,US0287 K,4.8,13,58.26,58.32,3.45,4963.31,2927.21
Newton,SH0012 K,0.2,3,87.0,88.67,3.3,5533.33,499.33
Nueces,FM0665 K,2.6,5,35.77,36.73,3.62,6019.23,1114.96
Nueces,FM3088 K,4.0,8,88.75,95.88,2.56,1785.5,3893.62
Nueces,IH0069EL,0.5,1,100.0,100.0,4.5,9749.0,0.0
Nueces,IH0069ER,1.49,3,99.67,99.67,4.87,11527.82,152.61
Nueces,PR0022 L,3.0,6,66.67,66.67,3.87,16290.5,616.83
Nueces,SH0358 L,2.0,4,50.0,50.0,3.83,30987.25,8784.0
Nueces,SS0544 K,0.57,1,4.0,79.0,1.11,5081.0,436.0
Nueces,US0077 L,77.64,157,84.22,85.05,3.98,10804.96,3036.18
Nueces,US0077 R,64.21,130,85.83,86.03,4.18,10930.35,3117.01
Nueces,US0181 L,5.5,11,0.0,0.0,3.48,28189.0,562.27
Nueces,US0181 R,4.0,8,12.38,12.5,3.14,29221.38,714.25
Ochiltree,FM0377 K,0.58,11,24.67,100.0,1.17,4329.57,44.71
Oldham,IH0040 A,4.79,18,89.82,90.5,2.96,138.04,2196.36
Oldham,IH0040 L,755.29,1618,95.47,96.05,4.19,6342.65,769.1
Oldham,IH0040 R,750.58,1595,95.68,98.1,4.16,6369.55,742.19
Oldham,US0385 K,0.5,1,97.0,100.0,3.13,3879.0,314.0
Orange,BU0090YK,112.72,234,62.94,78.5,2.92,8253.9,2364.88
Orange,BU0090YL,12.85,25,64.83,69.57,2.57,2830.08,429.14
Orange,FM0105 K,52.97,107,86.09,93.93,3.38,9061.36,1852.54
Orange,FM0408 K,14.5,29,80.34,90.59,2.96,3727.86,1386.76
Orange,FM1006 K,0.1,1,38.0,100.0,2.1,6038.0,67.0
Orange,FM1006 L,0.22,1,13.0,100.0,0.95,2850.0,71.0
Orange,FM1130 K,0.5,1,100.0,100.0,3.46,6118.0,0.0
Orange,IH0010 A,96.56,197,78.5,91.87,2.88,4166.19,2058.5
Orange,IH0010 L,338.23,724,93.13,96.25,3.75,29349.61,2402.22
Orange,IH0010 R,327.24,698,93.69,96.65,3.77,29583.18,2464.95
Orange,IH0010 X,103.34,211,77.33,85.55,2.87,2859.08,2179.65
Orange,SH0012 K,317.02,655,83.99,86.5,3.93,7978.04,1999.63
Orange,SH0062 A,1.22,6,98.33,98.33,3.2,55.0,2535.83
Orange,SH0062 X,1.39,7,97.51,97.51,2.86,30.99,3198.09
Orange,SH0073 K,10.92,23,99.16,100.0,3.34,30496.93,2841.89
Orange,SH0073 L,2.96,11,81.7,82.93,3.32,14870.86,1104.08
Orange,SH0073 R,2.5,5,99.8,99.8,3.52,16219.8,1746.4
Orange,SH0087 K,12.5,29,85.7,88.04,4.0,23052.51,2432.77
Orange,SH0087 L,1.26,10,75.35,99.74,3.12,8584.1,4582.17
Orange,SH0087 R,0.36,5,100.0,100.0,3.7,9198.65,203.3
Palo Pinto,FM0004 K,4.0,8,88.0,88.25,2.85,1186.75,2124.75
Palo Pinto,IH0020 L,371.29,752,84.51,86.02,4.05,10568.29,415.96
Palo Pinto,IH0020 R,376.18,763,88.19,89.42,3.99,10505.7,414.72
Palo Pinto,US0281 K,1.47,3,99.0,99.33,3.59,3639.8,621.3
Panola,BU0059DR,0.2,2,47.5,100.0,1.3,1641.0,241.5
Panola,BU0079GK,1.14,6,29.67,45.17,2.6,8785.17,165.5
Panola,SH0149 L,5.76,12,59.04,63.5,3.05,3949.02,7173.05
Panola,SH0149 R,7.45,15,51.9,53.55,3.28,4567.51,6781.22
Panola,SS0572 K,0.97,10,89.8,99.21,3.01,4219.75,49.59
Panola,US0059 L,41.94,87,78.51,84.53,3.34,6690.04,4692.01
Panola,US0059 R,44.79,93,74.32,77.95,3.5,6683.56,4886.23
Panola,US0079 K,2.73,13,52.86,96.24,2.2,5767.82,452.83
Panola,US0079 L,31.72,59,68.5,75.77,3.0,5291.93,1145.57
Panola,US0079 R,31.58,59,52.75,58.58,3.04,5310.7,1139.28
Parker,FM0005 K,0.11,1,22.0,100.0,1.7,6515.0,4.0
Parker,FM0051 K,1.8,4,99.17,99.17,3.78,13815.94,734.45
Parker,FM1187 K,3.53,9,24.79,87.24,1.8,15896.7,2532.92
Parker,FM1187 L,19.63,45,88.03,98.48,3.06,8167.39,1175.01
Parker,FM1187 R,19.65,45,77.03,97.81,2.88,8172.39,1174.34
Parker,FM1884 K,0.61,8,21.88,92.99,1.66,5112.82,608.31
Parker,FM2552 K,0.43,6,22.71,91.46,1.17,11055.11,10.07
Parker,IH0020 A,31.72,76,91.29,97.49,3.24,7671.07,1406.81
Parker,IH0020 L,420.63,935,83.61,86.76,3.66,16216.04,1366.25
Parker,IH0020 R,378.1,849,80.8,85.21,3.61,15338.83,1277.65
Parker,IH0020 X,27.22,68,91.09,96.73,3.13,9817.72,1372.07
Parker,IH0030 A,10.16,29,92.3,96.99,3.69,464.91,80.17
Parker,IH0030 L,12.32,32,86.07,96.19,3.47,25947.64,810.31
Parker,IH0030 R,6.98,18,84.76,98.15,2.92,19450.83,113.91
Parker,IH0030 X,7.75,20,96.13,100.0,3.59,165.15,49.96
Parker,SH0171 K,15.15,31,52.33,94.58,2.55,18966.7,1895.43
Parker,SH0171 L,4.16,10,46.3,95.67,2.25,13087.04,1543.44
Parker,SH0171 R,4.18,10,40.02,98.66,2.06,13086.14,1550.98
Parker,SH0199 L,0.02,1,97.0,97.0,3.6,10665.0,372.0
Parker,US0180 A,0.06,1,0.0,100.0,0.0,135.0,351.0
Parker,US0180 L,3.0,9,23.5,98.53,1.74,12082.04,610.64
Parker,US0180 R,3.36,10,38.19,97.83,2.1,12029.22,785.93
Parker,US0180 X,0.06,1,0.0,100.0,0.0,135.0,351.0
Parmer,BS0214AK,0.06,4,6.5,100.0,0.35,2721.0,878.0
Parmer,SH0086 K,1.54,4,94.81,98.05,2.81,1235.6,11227.69
Parmer,US0060 K,4.11,9,72.71,96.61,2.76,9762.54,4856.52
Polk,US0059 A,0.37,2,100.0,100.0,3.43,99.0,310.0
Polk,US0059 R,1.13,2,100.0,100.0,3.82,11535.0,1674.91
Polk,US0190 K,1.0,2,0.0,0.0,2.49,5929.5,10923.5
Potter,FM1719 K,2.0,4,74.0,85.75,2.95,6598.0,328.0
Potter,IH0027 L,2.11,13,60.54,94.85,2.2,26205.38,3355.54
Potter,IH0027 R,1.94,12,60.5,99.92,2.27,26319.58,3210.17
Potter,IH0040 A,21.47,43,63.66,87.97,2.54,3178.45,4749.97
Potter,IH0040 L,121.1,262,92.02,97.86,3.91,17232.91,3515.14
Potter,IH0040 R,108.09,240,90.09,94.02,3.49,14569.24,3454.73
Potter,IH0040 X,11.02,22,51.44,88.92,2.39,4430.4,4654.64
Potter,SL0279 R,0.99,9,42.93,82.58,2.25,4838.17,0.0
Potter,SL0335 K,12.73,64,56.51,88.7,2.6,19669.42,2992.31
Potter,SL0335 L,0.33,1,20.0,71.0,1.87,13699.0,8.0
Potter,SL0335 R,0.33,1,25.0,71.0,2.03,13699.0,8.0
Potter,SS0468 K,5.23,23,56.61,82.12,2.58,5738.98,7494.13
Potter,SS0591 K,0.84,9,90.13,99.33,3.88,3725.37,505.25
Potter,US0060 L,14.61,45,67.19,77.85,2.94,14903.86,1204.88
Potter,US0060 R,13.33,46,60.59,80.24,2.73,17369.03,656.9
Presidio,RM0169 K,6.5,13,85.54,94.0,2.12,85.38,10.23
Presidio,US0067 L,0.74,6,48.06,86.93,2.38,2145.92,307.64
Presidio,US0067 R,0.95,8,12.24,100.0,0.74,1855.25,524.13
Rains,FM2946 K,0.5,1,0.0,0.0,2.67,1885.0,464.0
Rains,SH0276 K,3.0,6,99.5,99.83,3.33,4789.5,3898.17
Randall,IH0027 L,652.42,1360,92.32,96.0,3.85,5551.17,1016.47
Randall,IH0027 R,628.05,1309,97.56,97.95,4.19,5519.89,1006.22
Randall,IH0027 X,4.51,10,96.45,96.45,2.58,162.0,915.96
Randall,SH0217 K,4.58,16,54.71,86.09,2.28,5865.16,7499.99
Randall,US0060 L,16.43,32,86.49,92.57,3.49,10220.17,1288.78
Randall,US0060 R,16.98,37,85.53,86.53,3.62,10079.41,1228.91
Real,RM0335 K,4.39,11,100.0,100.0,2.76,147.16,976.1
Real,RM0337 K,3.5,7,97.71,97.71,3.0,1978.29,745.14
Real,US0083 K,3.0,6,97.67,97.67,4.08,4343.67,2265.0
Red River,SH0037 K,0.45,1,0.0,0.0,3.31,2172.0,2410.0
Red River,US0271 K,0.07,1,0.0,0.0,3.8,4004.0,249.0
Reeves,IH0010 R,0.52,2,99.83,100.0,4.08,6860.88,133.24
Refugio,FM2040 K,11.08,24,97.33,97.33,4.21,269.33,44.8
Refugio,US0077 L,66.54,136,94.74,95.37,3.72,5389.11,408.19
Refugio,US0077 R,15.97,32,91.18,91.96,3.83,5468.95,545.62
Roberts,SH0070 K,1.0,2,0.0,0.0,2.56,1813.0,228.5
Robertson,SH0006 R,0.01,1,100.0,100.0,3.5,3959.0,35.0
Robertson,US0079 K,1.5,3,91.0,91.0,4.11,5810.67,2968.33
Rockwall,FM0549 K,2.37,7,84.9,99.5,2.98,6382.65,1042.08
Rockwall,FM0550 K,0.37,3,49.33,100.0,2.31,4975.0,14.0
Rockwall,FM0740 K,30.61,60,82.97,90.35,3.25,16759.39,1737.74
Rockwall,FM0740 L,8.14,22,81.11,95.68,2.99,10810.43,623.48
Rockwall,FM0740 R,8.02,23,90.26,95.26,3.3,10597.21,605.92
Rockwall,FM3097 K,5.23,12,80.37,83.64,3.39,16518.5,206.49
Rockwall,FM3097 L,3.28,8,92.43,98.06,3.16,10710.75,114.21
Rockwall,FM3097 R,3.26,8,99.57,100.0,3.69,10710.75,113.5
Rockwall,FM3549 K,3.1,7,78.0,98.71,3.06,4726.82,1.93
Rockwall,FM3549 L,2.51,4,93.71,96.81,3.12,4160.5,5.0
Rockwall,FM3549 R,2.51,4,99.1,99.7,3.34,4160.5,5.0
Rockwall,IH0030 A,25.44,57,81.19,96.88,2.91,8284.45,2363.98
Rockwall,IH0030 L,148.66,320,93.75,95.16,3.69,39124.08,2440.12
Rockwall,IH0030 R,148.17,323,86.51,87.69,3.68,39138.05,2456.59
Rockwall,IH0030 X,35.75,73,80.62,95.51,3.1,8692.01,2415.22
Rockwall,SH0066 L,1.95,4,0.0,0.0,4.01,12579.0,1438.18
Rockwall,SH0066 R,1.0,2,0.0,0.0,4.02,12579.0,1474.0
Rockwall,SH0205 K,1.06,8,43.7,100.0,2.21,21371.75,364.17
Rockwall,SH0205 L,35.83,73,82.37,93.77,3.02,15302.74,4492.19
Rockwall,SH0205 R,36.05,73,73.23,94.16,2.8,15299.18,4556.36
Rockwall,SH0276 K,5.69,15,89.4,97.53,3.24,16799.66,352.91
Rockwall,SH0276 L,1.77,3,87.28,94.36,3.2,6052.0,0.0
Rockwall,SH0276 R,1.76,3,92.04,97.73,3.24,6052.0,0.0
Runnels,US0067 L,1.36,2,49.99,69.5,2.21,1274.44,280.76
Runnels,US0067 R,1.41,2,81.46,88.46,2.54,1272.73,314.15
Runnels,US0083 K,0.57,1,22.0,100.0,1.7,4654.0,594.0
Rusk,SH0064 K,44.35,90,83.73,98.94,2.97,8180.48,684.03
Rusk,SL0571 L,1.28,20,54.84,100.0,1.54,1814.29,4.81
Rusk,SL0571 R,0.06,1,71.0,100.0,2.2,1526.0,0.0
Rusk,US0259 K,0.07,1,0.0,100.0,0.0,13929.0,10322.0
Rusk,US0259 R,2.07,8,72.82,81.69,3.24,4325.29,12644.07
Sabine,SH0021 K,12.68,24,81.16,81.16,3.84,3075.28,3389.78
San Augustine,SH0147 K,3.54,7,54.69,54.69,3.35,1275.11,5782.68
San Jacinto,FM2914 K,0.37,4,25.75,99.75,1.03,1486.5,290.75
San Jacinto,FM3460 K,1.31,10,56.3,100.0,1.86,821.63,11002.66
San Jacinto,US0059 A,43.78,92,91.58,92.79,3.5,2034.41,4211.25
San Jacinto,US0059 L,53.67,109,99.44,99.56,3.87,13077.68,3698.07
San Jacinto,US0059 R,56.48,115,98.79,98.8,3.92,12691.52,3754.41
San Jacinto,US0059 X,29.27,61,94.58,96.28,3.8,1677.25,3960.85
San Jacinto,US0190 K,3.0,6,100.0,100.0,4.3,6760.17,6718.5
San Patricio,IH0037 L,88.09,184,93.65,93.65,4.29,7444.68,681.64
San Patricio,SH0035 L,3.48,5,68.96,96.08,2.7,18784.98,449.69
San Patricio,SH0035 R,0.5,1,71.0,100.0,2.7,17285.0,2.0
San Patricio,SH0188 K,1.12,3,55.6,98.47,2.35,3886.03,197.98
San Patricio,SH0359 K,50.4,105,97.68,97.97,3.87,4347.77,530.92
San Patricio,SH0359 L,3.3,10,98.98,98.98,3.9,2100.0,534.51
San Patricio,SH0359 R,3.3,10,97.29,97.29,3.41,2100.0,534.51
Shelby,SH0007 K,2.46,5,100.0,100.0,4.22,4395.2,6163.6
Shelby,SL0500 K,0.5,1,100.0,100.0,4.15,2936.0,0.0
Shelby,US0084 R,0.21,2,66.5,88.5,2.69,1494.5,3.5
Sherman,US0287 K,11.5,24,63.07,93.98,2.49,5073.81,1432.34
Smith,IH0020 L,85.28,172,97.66,97.81,4.24,14758.7,4130.05
Smith,IH0020 R,82.2,166,92.32,94.51,4.09,14645.21,3952.08
Smith,SH0031 L,6.0,12,83.83,83.83,3.57,11405.25,438.83
Smith,SL0323 L,2.5,5,100.0,100.0,3.54,14056.0,2854.8
Smith,SL0323 R,1.5,3,97.0,97.0,3.87,14144.33,3209.33
Smith,US0069 A,2.38,8,99.0,99.0,4.04,668.36,852.35
Smith,US0069 X,2.39,8,99.29,99.29,3.93,6264.89,858.91
Sutton,IH0010 A,1.83,4,86.98,86.98,3.4,155.75,200.89
Sutton,IH0010 L,1.59,4,100.0,100.0,4.83,5588.47,472.18
Sutton,IH0010 R,0.7,2,100.0,100.0,4.7,5596.48,143.27
Sutton,US0277 K,21.79,44,37.52,99.82,2.02,5003.4,467.12
Swisher,IH0027 L,878.53,1810,91.92,92.21,3.89,4170.38,760.06
Swisher,IH0027 R,878.54,1810,92.71,92.92,3.94,4172.75,760.01
Swisher,US0087 K,14.36,32,91.48,92.36,3.18,1746.47,1089.75
Swisher,US0087 L,2.44,6,100.0,100.0,3.16,366.24,1635.77
Swisher,US0087 R,2.58,11,99.96,100.0,2.74,497.4,1559.2
Tarrant,BU0287PK,145.59,295,63.51,81.61,2.89,16329.84,1883.36
Tarrant,BU0287PL,35.42,108,79.18,93.53,3.0,12985.04,473.11
Tarrant,BU0287PR,46.51,141,70.01,88.76,2.93,12523.16,576.69
Tarrant,FM0156 K,13.63,30,90.31,99.9,3.23,17802.22,54.15
Tarrant,FM0156 L,0.49,3,56.0,100.0,2.45,9455.33,0.0
Tarrant,FM0156 R,0.48,3,50.67,100.0,2.34,9455.33,0.0
Tarrant,FM0157 K,113.63,240,73.5,89.77,2.92,34323.53,2068.93
Tarrant,FM0157 L,100.0,277,80.47,92.84,3.0,17470.42,637.37
Tarrant,FM0157 R,124.5,328,79.41,94.1,2.92,18378.45,716.87
Tarrant,FM0730 L,1.85,6,47.19,81.08,2.32,7247.7,2187.89
Tarrant,FM0731 K,155.63,368,93.01,95.59,3.5,20617.9,352.89
Tarrant,FM0731 L,30.62,88,93.03,96.59,3.56,10413.15,92.16
Tarrant,FM0731 R,30.59,87,93.09,96.49,3.57,10415.52,92.24
Tarrant,FM1187 K,0.89,14,60.01,94.42,2.57,21059.26,677.56
Tarrant,FM1187 L,52.93,100,94.77,96.49,3.37,10735.98,2209.05
Tarrant,FM1187 R,50.44,95,90.15,93.38,3.31,10362.43,2274.0
Tarrant,FM1709 L,1.36,10,86.01,96.08,3.1,15707.37,34.19
Tarrant,FM1709 R,1.44,12,62.38,100.0,2.47,15707.36,32.8
Tarrant,FM1938 A,0.88,3,32.67,100.0,1.97,6402.0,245.0
Tarrant,FM1938 K,28.95,58,90.35,93.41,3.35,25430.78,1508.56
Tarrant,FM1938 L,28.09,59,85.6,93.03,3.25,12750.55,114.3
Tarrant,FM1938 R,27.87,59,83.66,95.76,3.23,12773.35,85.22
Tarrant,FM1938 X,0.74,3,48.67,90.67,2.42,6126.33,205.0
Tarrant,FM2499 A,3.37,8,73.21,98.81,2.49,4466.87,0.0
Tarrant,FM2499 L,55.43,122,67.69,98.07,2.65,22644.05,324.83
Tarrant,FM2499 R,53.16,117,69.37,95.34,2.67,22571.41,338.7
Tarrant,FM2499 X,2.58,4,97.4,97.4,2.7,99.0,0.0
Tarrant,FM3029 K,92.0,207,89.34,94.09,3.25,25371.74,127.11
Tarrant,FM3029 L,8.04,15,100.0,100.0,3.46,19573.7,2.3
Tarrant,FM3029 R,9.17,17,89.78,95.13,3.1,19727.62,2.02
Tarrant,FM3479 K,17.96,50,63.47,86.03,2.53,5534.21,0.64
Tarrant,FM3479 L,1.3,13,22.23,84.62,1.21,2504.46,0.0
Tarrant,FM3479 R,1.4,13,70.54,92.86,2.61,2888.02,0.0
Tarrant,IH0020 A,324.1,752,74.18,94.42,2.52,4178.95,1272.58
Tarrant,IH0020 L,606.05,1393,84.98,92.01,3.18,49157.95,1237.2
Tarrant,IH0020 R,605.53,1390,81.27,88.28,3.22,49343.21,1236.62
Tarrant,IH0020 X,362.86,856,71.89,95.65,2.55,7358.72,1257.08
Tarrant,IH0030 A,160.75,350,84.63,95.17,2.91,5018.58,2048.55
Tarrant,IH0030 L,313.24,678,83.73,90.28,3.56,54178.67,1864.41
Tarrant,IH0030 R,221.06,485,84.21,92.44,3.34,57411.26,1552.18
Tarrant,IH0030 X,173.61,380,72.05,95.07,2.55,5004.17,1896.56
Tarrant,IH0035WA,396.14,910,74.73,90.42,2.67,4208.11,1020.65
Tarrant,IH0035WL,483.11,1062,82.51,89.11,3.4,59908.64,1142.03
Tarrant,IH0035WR,508.93,1108,79.46,87.22,3.33,60241.72,1173.03
Tarrant,IH0035WX,396.41,916,74.48,90.25,2.6,4134.39,1033.38
Tarrant,IH0635 L,7.55,23,56.64,99.41,2.02,43596.66,7712.4
Tarrant,IH0635 R,7.48,22,71.45,99.85,2.5,43837.79,7770.64
Tarrant,IH0820 A,250.86,576,85.94,94.92,2.9,4318.6,2020.56
Tarrant,IH0820 L,503.26,1080,81.42,85.51,3.41,41393.73,2472.69
Tarrant,IH0820 R,521.78,1122,83.84,87.06,3.45,41561.2,2431.68
Tarrant,IH0820 X,230.56,542,82.36,95.16,2.74,4330.88,2001.15
Tarrant,PA0205 L,47.04,110,69.38,88.02,2.82,10246.78,0.0
Tarrant,PA0205 R,50.03,115,71.05,85.28,2.89,10187.27,0.0
Tarrant,PA0211 L,25.46,50,37.68,61.52,2.5,5049.4,0.0
Tarrant,PA0211 R,25.48,49,49.59,74.28,2.57,5049.94,0.0
Tarrant,SH0010 L,5.34,15,94.34,97.4,3.74,10421.95,142.05
Tarrant,SH0010 R,5.13,14,93.57,97.91,3.84,10578.14,147.66
Tarrant,SH0026 A,24.9,58,80.06,90.02,3.03,11809.96,139.84
Tarrant,SH0026 K,24.5,63,67.69,81.37,3.05,22819.24,225.29
Tarrant,SH0026 L,168.53,345,77.66,95.94,2.91,33166.83,931.37
Tarrant,SH0026 R,173.09,355,78.14,94.18,3.02,32649.1,921.36
Tarrant,SH0026 X,22.01,53,89.43,97.36,3.22,16356.08,83.55
Tarrant,SH0114 A,99.09,228,73.97,97.94,2.65,8526.77,178.94
Tarrant,SH0114 L,221.28,504,86.7,96.68,3.41,49007.83,162.66
Tarrant,SH0114 R,220.56,503,81.86,92.43,3.36,49117.67,157.2
Tarrant,SH0114 X,117.23,288,77.98,97.71,2.8,6896.15,185.12
Tarrant,SH0121 A,100.51,213,77.15,92.47,2.93,6880.44,3103.44
Tarrant,SH0121 L,243.22,522,89.45,96.72,3.36,55390.13,2475.03
Tarrant,SH0121 R,243.88,526,91.5,97.64,3.4,56191.5,2329.06
Tarrant,SH0121 X,82.62,194,76.56,89.01,2.88,4881.55,2777.59
Tarrant,SH0170 A,1.45,4,89.27,89.27,3.58,7862.12,418.22
Tarrant,SH0170 L,123.1,271,73.39,81.75,3.05,17034.48,1090.83
Tarrant,SH0170 R,124.21,277,76.64,84.44,3.16,17054.02,1084.54
Tarrant,SH0170 X,1.07,5,65.97,65.97,3.45,7867.1,305.17
Tarrant,SH0174 L,3.7,19,12.83,86.24,0.59,18861.68,0.0
Tarrant,SH0174 R,4.79,30,36.5,92.42,1.31,20364.37,1.67
Tarrant,SH0180 K,0.59,6,42.67,55.83,2.78,11617.83,22.33
Tarrant,SH0180 L,4.4,7,91.24,91.24,3.75,10683.52,192.98
Tarrant,SH0180 R,17.67,33,97.53,97.59,3.65,8276.9,114.65
Tarrant,SH0183 A,4.0,8,73.0,94.38,2.68,3917.88,1722.0
Tarrant,SH0183 K,18.05,47,53.56,85.48,2.53,19439.94,3177.0
Tarrant,SH0183 L,52.84,145,86.73,95.98,3.3,48856.35,811.46
Tarrant,SH0183 R,47.2,113,87.21,98.78,3.32,58416.73,1177.7
Tarrant,SH0183 X,11.21,39,70.57,90.45,2.39,3038.59,844.43
Tarrant,SH0199 A,136.19,274,93.01,96.57,3.13,2115.83,2868.55
Tarrant,SH0199 L,103.3,213,92.01,95.55,3.58,16645.1,3432.56
Tarrant,SH0199 R,93.45,193,86.26,92.45,3.49,17016.51,2422.87
Tarrant,SH0199 X,85.2,170,84.47,89.57,3.24,3106.48,2885.58
Tarrant,SH0360 A,269.21,587,74.29,88.01,2.94,6113.41,2437.3
Tarrant,SH0360 K,0.47,6,100.0,100.0,4.56,9539.0,698.0
Tarrant,SH0360 L,609.36,1312,83.76,92.81,3.35,49266.04,2152.05
Tarrant,SH0360 R,647.35,1407,84.47,91.25,3.4,47698.83,2015.84
Tarrant,SH0360 X,279.6,625,75.09,90.12,3.01,6449.94,2332.08
Tarrant,SL0344 K,2.83,5,87.71,93.0,2.83,5365.33,0.0
Tarrant,SS0097 L,15.64,31,55.82,91.42,2.21,33517.12,210.46
Tarrant,SS0097 R,16.52,35,59.6,94.59,2.28,32227.13,220.4
Tarrant,SS0280 L,4.97,9,16.67,76.67,1.27,18166.67,0.0
Tarrant,SS0280 R,5.02,13,16.82,73.66,1.13,18085.59,0.0
Tarrant,SS0303 K,0.51,5,83.8,100.0,2.9,12602.0,0.0
Tarrant,SS0303 L,204.65,422,88.8,94.39,3.2,14197.08,173.13
